intercept,block-mean,block-lin,derivative-1,derivative-2,derivative-3,derivative-4
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8314343158341194,-1.8419986764255372,-0.02267203703825052,-0.38326324138606727,0.034324446099764185,0.5221160832719416
1.0,0.7984570884061263,-1.8114423872588772,-0.5285418063402032,0.5080399978464984,0.7760117623403731,-0.6872566888379825
1.0,0.6204356209828282,-1.6464899076019035,-1.7791829071568872,2.2245625141329124,2.6104914076305357,-2.9704922552799946
1.0,0.25570602325918823,-1.30853599440474,-2.837330077167268,2.448263696966134,4.164556618672208,-3.131585780499317
1.0,-0.2048082799716854,-0.8818291632852544,-3.0805971589178642,0.8515135889183958,4.524953739675236,-0.756619335565916
1.0,-0.6418210021723988,-0.47689860512259374,-2.6424738900933864,-1.0816394241936405,3.8859420814145453,2.0721006364720282
1.0,-0.9849074769021977,-0.15899894075861157,-1.9242800122571837,-2.197636610154193,2.8351080615194095,3.7440044729097193
1.0,-1.2184787383913727,0.057425287829701924,-1.2253201255677175,-2.3161689136290757,1.81127990246039,4.004592569006676
1.0,-1.357581734522699,0.18631639558030466,-0.6708557375157944,-1.8015446700597024,0.9984893846020417,3.358619376751869
1.0,-1.4260716416367205,0.24977829247092165,-0.2748556439110257,-1.0758482776570868,0.4176073936117981,2.3940062797490755
1.0,-1.445834408290657,0.26809022648446135,-0.009825124571562599,-0.4087423747084173,0.028586315729504475,1.4892221884509995
1.0,-1.434009943119045,0.2571338239847725,0.1557755700183504,0.09097541409819879,-0.21467510184263117,0.8004411697794505
1.0,-1.403496366128556,0.22886032270069978,0.24680555927873896,0.41486148834887865,-0.34856136486486383,0.344602230402847
1.0,-1.36394402656758,0.19221161633258332,0.2824385966145547,0.597797932529077,-0.401161381480398,0.07794240305630018
1.0,-1.3223727643671128,0.1536922013334243,0.2789466877348426,0.6837488249876024,-0.3963281318091989,-0.05683016155058005
1.0,-1.2834932514539525,0.11766692777677144,0.25080574227677027,0.7105783421609849,-0.35528981418987776,-0.10960302801662847
1.0,-1.2499975170022575,0.08663019644480882,0.2103057976083043,0.7058000286281776,-0.29607398900809,-0.1169189794462479
